Review,sentiment
"Shimla Biryani is a Perfect biryani outlet near ruby, which serves varieties range and types of biryanis along with amazing north Indian foods likes kebabs, and salan items. We had- •Kollata style Chicken Biryani ----- recommended •Hydrabadi Biryani •Awadi Biryani •Keema Biriyani ---- recommended •Shimla Special Biryani Tried so many types of Biryani but my fav was the kolkata style and the keema one. Loved the flavour and tatse. Chicken and mutton pieces in the briyani was very soft and juicy. Also there is a Biryani festival going on till 10th December, where they will the serve the briyani only for 99/- per day for the first 50 customers. So i think that's a great deal. Loved the place and Hospitality.",positive
"If you are a biriyani lover you should definitely visit Shimla Biriyani, near Ruby. This restaurant serves wide varieties of Biriyani and surely one of the best places to have Biriyani in Kolkata. They are currently hosting ""Biriyani Festival"" that starts from today 10th Nov-10th Dec. First 50 people will be able to get biryani only at Rs 99 /- . Also they have exciting coupons and vouchers that customers can win from their Khazaana box. . Items I had: 1) Mutton Keema Biryani -5/5 Price - Rs 255 /- 2) Shimla Special Biryani -4.8/5 Price - Rs 255 /- 3) Mutton Awadhi Biryani -5/5 Price - Rs 399/- 4) Subz Biryani -4.7/5 Price - 170 /- 5) Khasam-Khas Biryani -4.8/5 Price - 250 /- 6) Mutton Kacchi Biryani -5/5 Price - 250 /- 7) Zafrani Biryani -5/5 Price - 255 /-",positive
"Shimla biriyani located near ruby serves amazing food which is absolutely delicious! They have launched there new biriyani festival which is a true delight for all the biriyani lovers out there . More than 10 different types of biriyani to choose from , where the first 50 customers will get biriyani of there choice just at 99 . The offer is limited only for the biriyani festival which starts from 10th November till the 10 th of December . I tried all the different types they had to offer which was really delicious and I would highly recommend all the biriyani lovers to go visit shimla biriyani to taste the royal variety they are offering",positive
So today I and some of my friends had a visit to this place . They serve authentic biriyanis . Around 80-90 seating arrangements available at this outlet. The behaviour of the staffs are also too good. We had tried some of their biriyanis which are as given below 1) Mutton Keema biriyani 2)Shimla special biriyani 3)subz biriyani 4) Khasam khas biriyani 5) Mutton khacchi Biriyani 6) Mutton awadhi biriyani 7)Zafrani biriyani.,positive
"It's 2 minutes walking distance from my home , may be it's my 50th time or more in Shimla Biryani.. Ok so we went there during Durga Puja days for dinner ,we ordered :- 1. Virgin Mojito (8/10) 2. Blue Lagoon (7/10) 3. Butter Naan (5/10) 4. Chicken Fried Rice (8/10) 5. Chicken Manchurian Gravy (9/10) 6. Chili Chicken Gravy (8/10)",positive
"we ordered their special cheese kebab, special mutton biryani,mixed raita and firni..kebab was very tasty, chicken sizes was also big..biryani quantity was good for two,just find a hair in it..raita tasted bad,too much red chilli power made it very spicy..firni was great..staffs were not capable of proper and clean services..served that big length kebab in a small plate,could not manage that onions also..when we are eating biryani,they gave the bill,firni was in front of us..too much fast service..because of that we couldnt take another firni..not expected.",negative
"One of the best place to have biriyani, north indian and kebabs. This place is reasonable and food is really good. The ambience is very nice and behaviour of the staffs was good. Food was really good specially the biriyani and kebabs are a must try.",positive
"After a long long time, visited this place. The place is located inside Topsia and is the origin of the famous Shimla Biryani. We were in a hurry , so we opted for a quick mutton biryani and a pepsi. Though the biryani rice was good, the mutton piece was average. The biryani was not too dry and not too rich in spicies. I found the biryani to be overall average, not too good and not too bad. But they charged a huge 30 approx for a 300 ml glass pepsi which i felt was highly over priced. Still this is an iconic place famous for its biryani",positive
"This place is very underrated. Idk why but they serves amazing food. I tried blue lagoon, mutton burra kabab, kaachi biryani and chicken chap. They all were heavenly except the chap. The chap had a wierd smell. Apart from that everything was very nice..",positive
"i shouldn't have gone with the brand name . It is located at topsia branch. very ordinary quality and taste. chicken was not cooked at all. i had to throw it after some bite. not worth it according to its price. please be aware while ordering online from this topsia branch. There is another shimla biryani which is located near VIP bazar, ruby area. that biryani was very good. really really good. so if you want to order from shimla biryani then order from that branch which is located at Ruby hospital area.. not from the topsia outlet",negative
"This place is quite close to my house. Ordered Mutton Biryani from here, this was the 2rd time that I ordered. The mutton biryani here is too good, less oily and and the potato and meat is perfectly cooked. I love the taste. Mutton chaap very good",positive
The place was very prompt. It was ruby bus stoppage. Opposite of arsanal restaurant. Staffs were nice. Food is very good. The place is nice. Well decorated. Yes definitely recommend.,positive
This place needs no introduction..one of the best Biriyani destination in kolkata.. Serves some really good lipsmacking delicious biriyani's.. This is another outlet from which i have ordered biriyani recently.. Ordered special mutton biriyani.. The quantity of rice was huge..Two big pieces of mutton.. An egg and a aloo to complement it.. The mutton could have been a bit more soft to make it perfect.. Overall great place to satisfy ur biriyani craving..,positive
"This was my second visit to Shimla Biryani - broken plates and dead insects lying on the table made this visit absolutely pathetic! This place offers a good number of options from North Indian and Chinese cuisine both, their Chinese dishes are tasty whereas the North Indian is just decent! The mocktails are refreshing and the desserts taste quite good too! Most of the items are reasonably priced keeping in mind the quantity and quality. Service is quick but this place surely has a lot of room for improvement!",negative
"This place is on my way to the office. Finally gave it a visit. 😍 The ambience is better than expected. Biriyani was really good. But the most beautiful thing was Mutton Burra Kebab. Succulent and very well done mutton ribs tandoor to perfection. Simply loved it. 😋 We ordered Tangri kebab, butter nun (4pcs), one plate biryani,kadai paneer,nawabi murgh, firni (2) and it cost us 1224. Not sure if they are costly as the taste justifies the price .👍 Best service in town. Great place to dine out with family. 👍 like & follow us 🙏🙏🙏",positive
